educator_id,first_name,last_name,email,role,certification,school_id,hire_date,status
32e2a680-6b7b-4245-8db5-2b369564cb37,Ryan,Perez,ryan.perez25@example.com,assistant,special_ed,bcab8575-2c79-4e87-b156-b78148a98ed8,2023-05-11,active
f3c0b928-16c9-4c47-9313-2a5ea7dc1691,Liam,Williams,liam.williams26@example.com,administrator,early_childhood,24362bd7-c875-4bb6-a444-3404a681b2a7,2017-11-29,active
c0305dc5-e097-466a-b084-2503dc2f4d64,Layla,Gonzalez,layla.gonzalez27@education.org,administrator,ESL,770836c9-49fe-4be4-9a0e-1643d77c750e,2023-04-28,active
eb322172-9ba7-464d-9d10-2e50c48090f5,Eleanor,Smith,eleanor.smith28@example.com,administrator,elementary,549a30d9-553b-4506-a689-172079c7116b,2023-08-14,active
0b0b5530-e938-4ebb-9bb4-68661c55b8af,Theodore,Robinson,theodore.robinson29@example.com,assistant,early_childhood,24362bd7-c875-4bb6-a444-3404a681b2a7,2024-01-24,active
e229f3fc-f290-4dbc-89c8-253404eeb65c,Madison,King,madison.king30@education.org,specialist,ESL,459f7de6-735d-4a35-b8ca-f662c20126fc,2021-06-21,active
1dddbfc4-4968-4597-9dba-a3d84ea2e55f,Sebastian,Scott,sebastian.scott31@school.edu,assistant,ESL,54efc792-15e8-4edf-b463-c3fb0cffef14,2021-12-02,active
a9fea78f-524c-415f-9eaf-77292c41cc51,Victoria,Moore,victoria.moore32@education.org,administrator,elementary,f277f27b-bb46-4f44-a66e-776fc94dfb1d,2019-01-12,active
06b298ec-5758-49f4-924d-8136f6d02817,Evelyn,Thomas,evelyn.thomas33@school.edu,specialist,special_ed,19d4685d-44dd-459b-b1b7-d29030de23be,2024-04-05,active
85f2db56-78f6-4852-9fcc-b491703a251e,Amelia,Harris,amelia.harris34@education.org,assistant,elementary,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,2017-12-13,active
8c06306c-8e9f-466a-9c17-dcaf8ec74e3a,Penelope,Robinson,penelope.robinson35@school.edu,lead_teacher,elementary,961f8a8c-7080-469b-b989-ff844d396f26,2019-12-21,active
f0c2e487-7b90-4fa5-9dbb-3d6eb34c91ae,Samuel,Hall,samuel.hall36@example.com,administrator,ESL,7ea91de7-edca-4dd7-8567-713bd0c7e6d0,2024-11-22,on_leave
318be478-da9a-4acf-a54a-a6f5e1709d4e,Nora,Harris,nora.harris37@school.edu,assistant,ESL,bcab8575-2c79-4e87-b156-b78148a98ed8,2019-08-11,active
93b5f351-27c8-40fb-8e66-3a180fac07c2,Liam,Harris,liam.harris38@school.edu,administrator,elementary,24362bd7-c875-4bb6-a444-3404a681b2a7,2021-09-15,on_leave
ba5df66c-026f-448e-b657-858293964f67,Penelope,Johnson,penelope.johnson39@school.edu,lead_teacher,early_childhood,0c93e27c-c545-4f5f-bcfc-f771640959e3,2023-03-28,active
ee8fd0d5-3a3f-4060-99f1-1ae2d984d542,Jack,Lopez,jack.lopez40@example.com,specialist,ESL,1931b905-8265-481f-8999-bcf320f65f54,2025-12-24,active
37401cbf-f6ea-4af2-ad0c-5b207f5113fc,Ethan,Carter,ethan.carter41@school.edu,specialist,ESL,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,2019-12-04,active
1e845cb6-b106-42cc-812b-1e207f3fd108,Liam,Mitchell,liam.mitchell42@education.org,lead_teacher,special_ed,bcab8575-2c79-4e87-b156-b78148a98ed8,2021-07-14,active
a782458d-fa24-462e-a61b-140fa8994427,Leo,Williams,leo.williams43@example.com,assistant,elementary,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2025-01-07,active
5f2c2168-0ac2-4f5e-a0af-c9f991e56c22,Isabella,Walker,isabella.walker44@education.org,lead_teacher,elementary,24362bd7-c875-4bb6-a444-3404a681b2a7,2018-12-08,active
0ecaf18d-e3e6-4363-80d4-c6178a2ff5b5,Daniel,Hernandez,daniel.hernandez45@education.org,lead_teacher,elementary,4d436791-1c24-4038-9be1-6a252a5d08a1,2024-11-10,active
e76e09cb-b027-4d09-adcd-913e0f7ad373,Mason,Torres,mason.torres46@education.org,administrator,ESL,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,2016-07-19,active
d57051e4-3bb9-4fc5-9cff-6b03a50e33bb,Eleanor,Green,eleanor.green47@example.com,lead_teacher,special_ed,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,2022-11-25,active
fa62cd11-2df7-42f3-be68-9908454ba0f6,Layla,Williams,layla.williams48@school.edu,administrator,special_ed,1cd4a5dd-e438-4e95-96e4-3c463bae06a7,2017-08-13,active
5cff8283-b8fb-45e4-90b0-ec4f66d47486,Emma,Clark,emma.clark49@school.edu,lead_teacher,ESL,67894daf-2798-473f-a133-34509c85a5b2,2020-02-01,active
8e72921f-3952-466d-822e-46af4bb384b0,Jack,Rivera,jack.rivera50@example.com,administrator,elementary,8b4d8304-db30-440d-9d10-d462d5332003,2025-07-21,active
f633536a-67e3-47b0-8c70-8d5ae194be1f,Alexander,Flores,alexander.flores51@education.org,administrator,ESL,8f578f11-a663-41a3-ac1c-ca779cab1f35,2023-07-22,active
785ca6d4-d50e-44fc-9ccb-7a9e9a03befa,Alexander,Lee,alexander.lee52@example.com,lead_teacher,special_ed,54efc792-15e8-4edf-b463-c3fb0cffef14,2022-11-26,active
c46ba181-f49a-4e55-915d-c9da74e26e9b,Layla,Flores,layla.flores53@education.org,administrator,special_ed,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2021-06-21,active
1eb14247-0f79-43bb-9454-51b43d262d78,Benjamin,Young,benjamin.young54@example.com,specialist,special_ed,8423edca-d258-48f3-8540-284c69d815f2,2019-11-27,active
991d5ed0-ea24-469c-9465-c1a9473ae61f,Eleanor,Moore,eleanor.moore55@education.org,lead_teacher,elementary,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2022-12-11,active
55ef8cf8-d989-4aa3-8787-4aa9dd49e991,Owen,Scott,owen.scott56@example.com,administrator,ESL,54efc792-15e8-4edf-b463-c3fb0cffef14,2020-10-25,active
a047f089-d71a-4d5e-91d0-c6d0f0eaa71a,Evelyn,Anderson,evelyn.anderson57@school.edu,assistant,special_ed,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,2017-04-21,active
3d418da5-468c-4a08-973f-de2fa0da8d96,Aiden,King,aiden.king58@school.edu,administrator,special_ed,3efefdf8-9308-4f31-a290-d9e04fd3b172,2021-07-26,active
3308d9ff-4743-49f3-beb6-1721fb86a0e0,Mason,Taylor,mason.taylor59@example.com,lead_teacher,elementary,1931b905-8265-481f-8999-bcf320f65f54,2019-04-19,active
4e6e7c70-2be9-437a-b726-64b6909fcadf,Nora,Hall,nora.hall60@example.com,assistant,elementary,4ee9a5c1-bd82-4668-84fd-271673c58244,2022-04-08,active
332fa97a-acd1-433d-b921-83041a97393c,Samuel,Carter,samuel.carter61@education.org,specialist,early_childhood,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,2024-05-20,active
6f9ff307-a3ec-4059-bc2b-e475fc7aa14d,Benjamin,Martin,benjamin.martin62@example.com,assistant,special_ed,ef06a233-254a-4212-bc4d-4c981116338d,2020-04-22,retired
03a3ca70-6b54-4a03-9e2e-4b13d4857f2d,Evelyn,Hall,evelyn.hall63@example.com,administrator,early_childhood,7ea91de7-edca-4dd7-8567-713bd0c7e6d0,2022-06-19,active
adf13893-67a2-4419-a4bb-3519b75a9218,Aria,Lewis,aria.lewis64@school.edu,assistant,early_childhood,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,2021-07-10,on_leave
e3d2fe14-cca9-4949-baaf-04eb0113c578,James,Jones,james.jones65@school.edu,administrator,early_childhood,7caa99e5-aa2f-43f6-93ad-68f80ce21053,2021-08-13,active
f3144ccb-602d-405d-a798-c28187a97016,William,Martinez,william.martinez66@education.org,specialist,early_childhood,9c754117-bfe4-40a9-bfb1-097fc1c520df,2016-11-10,active
b597871b-e4bb-43b4-aba0-5b43f9430460,Abigail,Hill,abigail.hill67@education.org,assistant,ESL,54efc792-15e8-4edf-b463-c3fb0cffef14,2024-10-31,on_leave
e29d3818-fbdc-45ed-ba5b-c81734a0e3df,Samuel,Ramirez,samuel.ramirez68@school.edu,lead_teacher,early_childhood,a19de5b5-7532-4976-b51c-f1e4d45c4761,2019-08-05,active
9bf396a1-717b-4265-a7b4-658241377afc,Harper,Nelson,harper.nelson69@example.com,assistant,elementary,549a30d9-553b-4506-a689-172079c7116b,2018-08-17,active
37cacb93-dee2-4fa9-9176-ed9f5ced0a95,Emma,Clark,emma.clark70@school.edu,administrator,special_ed,ef06a233-254a-4212-bc4d-4c981116338d,2018-01-06,active
ca3409c0-3d6e-4592-8282-c0353e0ab595,Evelyn,Hall,evelyn.hall71@school.edu,lead_teacher,elementary,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,2024-03-09,active
384e2589-f6bb-4d95-82e9-337ec33584cd,Samuel,Nelson,samuel.nelson72@example.com,administrator,early_childhood,19d4685d-44dd-459b-b1b7-d29030de23be,2023-04-09,active
45988cbf-326f-4b04-b4f7-ac678beb32b7,Alexander,Martinez,alexander.martinez73@example.com,lead_teacher,elementary,4d436791-1c24-4038-9be1-6a252a5d08a1,2017-12-06,active
48eb21ce-44e3-48cd-9b38-69e7c0552da9,Layla,Jackson,layla.jackson74@school.edu,lead_teacher,ESL,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,2025-07-03,active
7515d8ac-f047-4552-907f-730bb0b9ca32,Alexander,Allen,alexander.allen75@education.org,administrator,ESL,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2020-10-09,active
da272521-aac6-48f8-822b-4458301451cf,Sebastian,Mitchell,sebastian.mitchell76@school.edu,specialist,early_childhood,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2026-03-27,active
fed1249c-f9be-423e-a3b6-f5708a19ce5b,Layla,Nguyen,layla.nguyen77@example.com,specialist,early_childhood,a19de5b5-7532-4976-b51c-f1e4d45c4761,2023-10-27,active
2fc67fc5-b184-4711-9551-cc61b1e28cf6,Theodore,Adams,theodore.adams78@school.edu,specialist,elementary,05fbd2e8-928a-483e-a3c2-083bd8655429,2021-07-15,active
916d2427-b6c0-4fd0-bf2b-ff8eb7427152,Owen,Garcia,owen.garcia79@school.edu,specialist,ESL,8423edca-d258-48f3-8540-284c69d815f2,2025-05-23,active
220e6b00-2c16-4d51-9ce3-0316c7673a81,Mia,Perez,mia.perez80@school.edu,administrator,special_ed,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,2017-06-07,on_leave
b53b09b7-52d8-4d70-8be0-75bcee153191,Nora,Scott,nora.scott81@example.com,administrator,early_childhood,1931b905-8265-481f-8999-bcf320f65f54,2025-05-20,active
2d2b4a43-9555-4c79-8372-4602c5d11635,Caleb,Sanchez,caleb.sanchez82@education.org,lead_teacher,ESL,961f8a8c-7080-469b-b989-ff844d396f26,2017-07-23,active
e859a5c6-9b86-4c6b-9fb4-5672474f9941,Daniel,Flores,daniel.flores83@school.edu,administrator,early_childhood,7f5d47f9-3864-4644-8f8a-4ac8e373e22f,2022-01-27,active
d500f700-8447-488f-8236-251f91e96668,Evelyn,Lewis,evelyn.lewis84@education.org,administrator,early_childhood,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2017-09-23,retired
716f664e-3c7a-4c1e-acdc-f1d66ba49951,Henry,Rivera,henry.rivera85@example.com,specialist,early_childhood,9c753fbb-87d9-4088-a5d8-1d94279cfd36,2023-02-01,active
981ed76c-3010-4f48-9d56-1777150bfeed,James,Robinson,james.robinson86@example.com,assistant,ESL,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,2018-10-12,active
447a8f19-dc8c-4288-8fd9-16eb639076c2,Alexander,Clark,alexander.clark87@school.edu,administrator,elementary,24362bd7-c875-4bb6-a444-3404a681b2a7,2024-03-03,active
26c07552-dd48-4d9a-b8ff-eb4b554cc462,Charlotte,Hill,charlotte.hill88@education.org,assistant,early_childhood,f277f27b-bb46-4f44-a66e-776fc94dfb1d,2020-07-24,active
474287b5-f5dc-4c9e-a459-91e41ef833fc,Abigail,Perez,abigail.perez89@education.org,specialist,early_childhood,7b9e1d75-0e5e-45b4-b563-e22f77fe40b5,2025-11-03,active
b61ab7aa-1f5e-4cf0-ab3f-fb7ca338029e,Samuel,Nguyen,samuel.nguyen90@education.org,administrator,elementary,54efc792-15e8-4edf-b463-c3fb0cffef14,2025-08-26,active
21c05024-8145-4d39-94e0-f03aa98ef490,Ethan,Scott,ethan.scott91@education.org,administrator,ESL,1931b905-8265-481f-8999-bcf320f65f54,2020-02-17,on_leave
5736ae35-a10f-454d-adfb-d084ffcf5459,Henry,Torres,henry.torres92@school.edu,assistant,ESL,ef06a233-254a-4212-bc4d-4c981116338d,2024-01-30,active
8df4680c-b201-4f4a-8460-c4c5dc6c0964,Jackson,Harris,jackson.harris93@school.edu,assistant,ESL,ef06a233-254a-4212-bc4d-4c981116338d,2021-07-25,active
3a7046ca-6111-4b29-ac27-70ef77e8ba3f,Ethan,Miller,ethan.miller94@school.edu,lead_teacher,ESL,7ea91de7-edca-4dd7-8567-713bd0c7e6d0,2022-11-17,active
10fe8f2e-029d-44ef-8e9e-b04564c5065e,Leo,Martinez,leo.martinez95@example.com,administrator,special_ed,8423edca-d258-48f3-8540-284c69d815f2,2020-11-09,active
35abe7ef-56ab-4de4-a888-fa524c914b7a,Leo,Garcia,leo.garcia96@school.edu,administrator,special_ed,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2020-09-19,active
fd1254cb-4827-4ba3-9c39-9e58cd1f986b,Owen,Wright,owen.wright97@example.com,lead_teacher,elementary,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2024-10-10,active
51a64a0c-737e-4552-9cf2-59b401b0db38,Amelia,Mitchell,amelia.mitchell98@example.com,administrator,early_childhood,a19de5b5-7532-4976-b51c-f1e4d45c4761,2019-06-26,active
1708bed3-67be-49f1-a416-d3a122818764,Sophia,Lewis,sophia.lewis99@example.com,specialist,early_childhood,ef06a233-254a-4212-bc4d-4c981116338d,2026-01-17,active
be4f880a-b080-42bd-bf87-e2677f8bde34,Evelyn,Thompson,evelyn.thompson100@school.edu,administrator,elementary,9c754117-bfe4-40a9-bfb1-097fc1c520df,2016-11-20,active
d2050269-15a0-4532-b71b-629fb9de5aa6,Thomas,Lopez,thomas.lopez101@example.com,assistant,early_childhood,459f7de6-735d-4a35-b8ca-f662c20126fc,2022-08-10,on_leave
8a217ee3-1294-49a6-93b9-5d8de7d703e3,Thomas,Thomas,thomas.thomas102@school.edu,assistant,elementary,24362bd7-c875-4bb6-a444-3404a681b2a7,2023-03-18,active
32bf81c8-f850-4682-b6d0-75850fa3ec59,Harper,Nelson,harper.nelson103@example.com,administrator,special_ed,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,2021-05-31,active
306d178f-4d5b-40b4-a083-a3215fb3e9c1,Ella,Thompson,ella.thompson104@education.org,specialist,ESL,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,2017-02-01,active
a464ded1-de20-4eb5-9317-2e75e149722e,Mason,Gonzalez,mason.gonzalez105@school.edu,administrator,early_childhood,9c754117-bfe4-40a9-bfb1-097fc1c520df,2025-09-27,active
bfb72777-acd0-46f7-9c76-c9f058cb2d2e,Layla,Jackson,layla.jackson106@education.org,specialist,early_childhood,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,2020-04-14,active
7fccd467-0e95-419b-824e-e37f0fc0d9ad,Layla,Baker,layla.baker107@education.org,lead_teacher,ESL,7b9e1d75-0e5e-45b4-b563-e22f77fe40b5,2016-05-08,active
d253ef65-fa40-42fc-a4f4-8d45e88395a2,Chloe,Thompson,chloe.thompson108@example.com,assistant,special_ed,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,2018-11-03,active
17fb546c-b32a-4706-bced-59ed2f685509,Madison,Baker,madison.baker109@example.com,lead_teacher,early_childhood,4d436791-1c24-4038-9be1-6a252a5d08a1,2024-11-12,active
7fe345ea-303f-4062-aa36-1d7f09dcc214,Samuel,White,samuel.white110@education.org,assistant,early_childhood,7b9e1d75-0e5e-45b4-b563-e22f77fe40b5,2016-08-19,active
5f2fe147-1bd6-4926-9d3b-09127aa242f5,Benjamin,Gonzalez,benjamin.gonzalez111@example.com,specialist,special_ed,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2020-12-01,active
e4806767-531e-4df5-8ff8-6c0e404aad96,Aria,Jackson,aria.jackson112@education.org,specialist,early_childhood,24362bd7-c875-4bb6-a444-3404a681b2a7,2025-07-04,retired
f104a240-80e6-4c12-a409-dedec41b99eb,Nora,Anderson,nora.anderson113@education.org,administrator,special_ed,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2017-11-02,active
f902e3ea-25f5-4647-b9a9-f7de0eed5750,Harper,Wright,harper.wright114@example.com,administrator,special_ed,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,2016-06-01,active
d75f345a-a69d-4669-a17b-587e2a94f853,Samuel,Harris,samuel.harris115@education.org,specialist,early_childhood,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,2019-03-14,active
3b35cadb-f6cc-4e23-a506-f81af8078b60,Ryan,Scott,ryan.scott116@school.edu,assistant,early_childhood,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,2016-07-16,active
4c255341-a1ee-499b-b5ff-1268d842af8c,Mason,Adams,mason.adams117@school.edu,lead_teacher,elementary,ef06a233-254a-4212-bc4d-4c981116338d,2024-02-14,on_leave
2aac20fa-5c4b-49fd-a02d-d78f6ea642be,Owen,Davis,owen.davis118@example.com,assistant,elementary,8b902c90-6686-47cd-ad47-fa5721327dd2,2019-09-03,active
e97e84e4-8499-40d7-8225-917bf73b359c,Logan,Hall,logan.hall119@education.org,administrator,elementary,961f8a8c-7080-469b-b989-ff844d396f26,2023-10-12,active
b475961b-528b-4faa-9c25-691aeb28c701,Owen,Flores,owen.flores120@school.edu,specialist,early_childhood,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,2025-08-10,active
8de6a853-4c67-4553-8208-84f0849974b1,Ella,Thomas,ella.thomas121@school.edu,lead_teacher,special_ed,19d4685d-44dd-459b-b1b7-d29030de23be,2021-03-26,on_leave
89a4ce3c-3ffe-491f-b5ff-4a0ec03915d6,Camila,Brown,camila.brown122@school.edu,specialist,elementary,7ec49931-9e42-4f30-8490-b24bceee7862,2023-06-29,on_leave
f70d0d76-ce74-4d05-8ce8-427d95212437,Jack,Garcia,jack.garcia123@education.org,assistant,early_childhood,409978d4-7def-4d4b-83ce-75fa2a3bff94,2025-07-02,active
fcc50884-769f-4ab2-8d94-051f562ff75d,Isabella,Torres,isabella.torres124@example.com,lead_teacher,elementary,05fbd2e8-928a-483e-a3c2-083bd8655429,2018-12-28,active
795546b3-7764-4fa0-90be-245106c0e2e5,Amelia,Perez,amelia.perez125@example.com,lead_teacher,special_ed,19c726c8-fcb4-4a36-87dc-1d5bad0faf47,2026-01-05,retired
77d9058c-1ca5-46c5-9841-5d8524ab23c6,Harper,Lopez,harper.lopez126@example.com,lead_teacher,elementary,7ea91de7-edca-4dd7-8567-713bd0c7e6d0,2022-04-26,active
7fe73a07-3e4e-48cf-ac38-74c945b55cbe,Henry,Nguyen,henry.nguyen127@school.edu,lead_teacher,elementary,e90fd1a6-c3e6-4489-ba3c-bab83e479e34,2025-02-06,active
bd3ceeb9-1743-4c5d-a28c-f5d26cc8de26,Abigail,King,abigail.king128@example.com,lead_teacher,ESL,54efc792-15e8-4edf-b463-c3fb0cffef14,2024-07-30,active
14e14884-094f-4884-af69-e61ba844fdcc,Samuel,Miller,samuel.miller129@school.edu,assistant,early_childhood,8b4d8304-db30-440d-9d10-d462d5332003,2022-01-06,active
2f1bc608-1121-4a3c-807a-6b2fd698a548,Madison,King,madison.king130@school.edu,administrator,early_childhood,409978d4-7def-4d4b-83ce-75fa2a3bff94,2025-12-25,retired
affe5f86-cc71-4931-bdd7-bcadd590b826,Michael,Ramirez,michael.ramirez131@education.org,lead_teacher,ESL,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,2025-10-05,on_leave
38572b06-e9bb-4b8f-949a-baadd8b8a2a8,Elijah,Lee,elijah.lee132@education.org,assistant,early_childhood,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,2017-01-31,active
3a1cbffb-09d4-48e2-a14a-1a906a4a5af4,Samuel,Scott,samuel.scott133@education.org,specialist,ESL,51ab44f2-0841-44b8-bc76-8d2344501e8e,2023-05-12,active
32c9da60-cd8e-4d8c-9bd2-bd98b070c2c7,Scarlett,Hill,scarlett.hill134@school.edu,lead_teacher,early_childhood,0c93e27c-c545-4f5f-bcfc-f771640959e3,2021-05-07,active
626b5ba1-962e-4bc3-b307-8011211cc23c,Aiden,Campbell,aiden.campbell135@example.com,administrator,ESL,bcab8575-2c79-4e87-b156-b78148a98ed8,2024-11-18,active
be7f7b9f-de4c-48af-a093-a1b7752690ab,Jack,Sanchez,jack.sanchez136@school.edu,lead_teacher,special_ed,8f578f11-a663-41a3-ac1c-ca779cab1f35,2025-07-16,active
3990190b-443c-4973-a347-2d774a66759f,Daniel,Martinez,daniel.martinez137@education.org,administrator,early_childhood,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2019-02-13,active
9dafe931-4a35-488f-91e4-a61d2b58fdc3,Sebastian,Miller,sebastian.miller138@education.org,specialist,elementary,9c753fbb-87d9-4088-a5d8-1d94279cfd36,2017-04-21,active
1b34eb3c-a21a-4153-abdb-5627de04fd17,Aiden,Perez,aiden.perez139@education.org,lead_teacher,ESL,3efefdf8-9308-4f31-a290-d9e04fd3b172,2022-07-23,on_leave
43556353-b792-4aa9-a6d4-b673fc557418,Sebastian,Campbell,sebastian.campbell140@example.com,specialist,special_ed,3efefdf8-9308-4f31-a290-d9e04fd3b172,2024-09-03,active
38b66615-d638-457b-baab-50e77902db69,Lucas,Martinez,lucas.martinez141@education.org,administrator,elementary,cc69d542-de0a-488a-8cea-59b4669368d3,2021-12-13,active
48c7fc21-f058-45d4-b6f1-d6c7513219be,Daniel,Davis,daniel.davis142@school.edu,assistant,ESL,9c753fbb-87d9-4088-a5d8-1d94279cfd36,2022-07-01,retired
dd03888f-1000-43e3-b6c6-1f634a1682b4,Ryan,Flores,ryan.flores143@education.org,lead_teacher,special_ed,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,2025-06-09,active
7df7e611-8d8f-4961-9f09-5fc984dc50cd,Nora,Martin,nora.martin144@school.edu,specialist,early_childhood,549a30d9-553b-4506-a689-172079c7116b,2024-02-21,on_leave
ed70109e-f520-43b5-8e2e-c2932e6f109f,Madison,Sanchez,madison.sanchez145@example.com,assistant,early_childhood,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,2022-08-11,active
12004d06-ea32-48b8-9c21-59c71fc535a7,Gianna,Clark,gianna.clark146@school.edu,specialist,elementary,67894daf-2798-473f-a133-34509c85a5b2,2018-09-03,active
