student_id,first_name,last_name,date_of_birth,grade_level,school_id,classroom_id,enrollment_date,status
fa2fd14b-f5ec-464f-8c4a-100b0b5e3277,Grace,Robinson,2020-04-20,PreK,7caa99e5-aa2f-43f6-93ad-68f80ce21053,0bddbf3f-6121-4160-973d-6f8ee59adefc,2023-05-29,inactive
52112265-43cc-4f7a-8a1b-13613c081388,Abigail,Baker,2015-11-08,5,961f8a8c-7080-469b-b989-ff844d396f26,f3e5e7a1-81ee-480a-a6e4-2951d23165f4,2023-08-23,active
38eab051-7cea-46f1-a674-60a1f0ec6ef9,Jackson,Ramirez,2019-11-27,K,8f578f11-a663-41a3-ac1c-ca779cab1f35,34f4d130-c68c-416d-98e9-94f1639d573d,2024-02-13,active
67135284-27ca-4ce8-849f-f0e1ebed3373,Samuel,Sanchez,2015-06-04,1,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,e8f4c388-6978-4d8b-a30f-88290ef9a470,2025-12-10,active
dfc9f306-9f32-4000-b044-2bb55a3bb74e,Eleanor,Wright,2015-03-19,1,f277f27b-bb46-4f44-a66e-776fc94dfb1d,f79141c1-6b0c-4578-bd76-e2cfa2305a61,2025-04-09,active
3f047518-d31e-403f-ab56-e9b42c6c818c,Mia,Adams,2021-11-28,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2025-03-31,active
a8d064b7-5993-4753-a7e4-1d6a7fd2e7fa,Sophia,Smith,2016-10-18,K,8b902c90-6686-47cd-ad47-fa5721327dd2,9db94297-e03f-40d0-b179-81c815f07b31,2025-09-01,active
5e711d84-4678-41a9-8223-b84c597f4c35,Ella,White,2014-07-15,4,24362bd7-c875-4bb6-a444-3404a681b2a7,bec242fd-72b1-418d-87be-4284ad71fac9,2024-06-29,active
9faa8d61-c4e7-49f0-b386-8d73e80908e6,Aria,Miller,2020-10-10,K,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,5fe98476-1393-4f43-8816-394f079baa76,2023-05-24,active
218c1d28-da3e-44da-83c5-441784ddef5b,Mason,Perez,2022-01-22,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2025-03-17,active
f625e26a-2586-4f60-96ea-ad07a06b5702,Aria,Miller,2014-08-02,4,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,4f24d785-4c5a-46b3-bd4e-180550822676,2025-03-17,active
7b15b252-75d2-40cd-9e2c-18a2ce1ced7c,Olivia,Rivera,2018-03-02,K,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,3702d96e-0c1c-4000-bc04-e1420b7b5de7,2024-12-08,active
d0275515-5863-47a8-86c2-36d641b71214,Logan,Thomas,2021-04-23,2,409978d4-7def-4d4b-83ce-75fa2a3bff94,cbac2b29-cfe4-429f-a6e5-e799e42da6c8,2024-03-05,active
e3b03389-9fc3-445f-8cab-ec810af17e73,Jack,Anderson,2020-10-17,PreK,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,0d945544-a8cb-43cd-a269-734389a189c9,2025-08-24,active
ace1b2da-5199-4004-be42-ac5c05d089d6,Michael,Johnson,2020-05-12,6,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,eeead877-fbec-4125-ad14-ff49346f7382,2025-09-05,active
68ac5a56-c555-491a-ba7c-ac4e8a1437d2,Gianna,Smith,2015-06-07,6,8b4d8304-db30-440d-9d10-d462d5332003,3f04d2f0-9e4d-4fed-832e-f4f030c2dd2c,2025-08-30,active
7b60d575-1829-4bc5-a936-115cdcc67698,Layla,Miller,2018-04-10,4,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,4f24d785-4c5a-46b3-bd4e-180550822676,2023-08-10,active
2967ed68-e615-41e3-8cc3-c0a62eccbbb5,Charlotte,Robinson,2020-09-29,PreK,8b902c90-6686-47cd-ad47-fa5721327dd2,b36a92dd-6970-47a6-8bc6-f65c30a1175c,2025-01-30,active
e81a7c88-19e3-400c-b001-c1847797e9e6,Chloe,Harris,2014-05-14,6,8b4d8304-db30-440d-9d10-d462d5332003,21f0b858-0d2e-412e-bfd0-ffc2eb921e1d,2025-01-04,active
c3ad665e-623b-48c9-9520-dc55925bd957,Ryan,Lopez,2017-10-07,4,1931b905-8265-481f-8999-bcf320f65f54,0838c564-4bcb-4990-9d70-4bf67d20a8c1,2025-10-27,active
6798632b-fffd-449d-bc36-500bf4e819c7,Thomas,Rodriguez,2013-06-08,1,7caa99e5-aa2f-43f6-93ad-68f80ce21053,9888b1ef-1c4a-4c6f-b3b1-1049a36ae8e4,2023-09-24,active
8696214a-b879-433d-96dd-bcd286e4cf76,Daniel,Hall,2019-02-05,PreK,b9772d10-67bf-4262-9d92-9cc00f8e27dc,080260f2-ad76-422f-8e69-700a9cb214d8,2024-04-12,active
9cf46d11-9bb3-44e1-8b6f-7b3d04e93660,Layla,Harris,2016-06-04,5,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,02323a0b-3b20-49a1-8da0-ddcd2066307d,2024-01-11,active
aa432620-c7d5-4ae5-892f-5a29caf9060f,Aiden,Hernandez,2014-04-16,4,7caa99e5-aa2f-43f6-93ad-68f80ce21053,dc14df46-d94c-4333-89e6-705ddaddf738,2024-03-23,active
ddf738b7-f1bb-4efa-b6ba-bec18074431c,Ryan,Brown,2020-10-25,6,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,7f1be566-2ddb-4c58-9654-4b55a196674f,2025-10-13,inactive
a9d2b7ab-2058-403e-833e-7153582eb4d3,Gianna,Scott,2016-01-27,PreK,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,099d6bfe-408c-4c68-8386-7544c5ba9a27,2024-05-07,active
5637d3ba-a484-45dd-aac5-e2a5b0809d21,Abigail,Rivera,2016-04-20,6,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2709daf3-6175-4db4-a14d-2d90480cf226,2026-01-05,active
93f16bc0-91ec-4f29-b631-ae78a9f2dc07,Nora,Anderson,2021-02-21,6,8b4d8304-db30-440d-9d10-d462d5332003,21f0b858-0d2e-412e-bfd0-ffc2eb921e1d,2023-06-06,active
45583249-2b7a-40c8-a184-73cd209c7c65,Mia,Roberts,2019-07-04,PreK,549a30d9-553b-4506-a689-172079c7116b,6833b220-8788-4057-8290-0e59293615d8,2024-11-15,active
842cefec-044a-4d41-89b9-f14e685aca4a,Layla,Davis,2014-07-19,6,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,2709daf3-6175-4db4-a14d-2d90480cf226,2023-11-21,active
0aeca674-7ce2-42b6-bfdc-4a4e57d4a64e,Nora,Campbell,2017-07-02,PreK,7caa99e5-aa2f-43f6-93ad-68f80ce21053,0bddbf3f-6121-4160-973d-6f8ee59adefc,2023-06-28,active
bfda1e67-ca98-41a0-ba8f-0f7aa7100bde,Mason,Williams,2017-02-12,5,9c753fbb-87d9-4088-a5d8-1d94279cfd36,01c98481-95f8-4ecd-8568-e04d411f4018,2024-08-22,active
bb03f107-e512-45f9-b384-4022b1a2a951,Caleb,Thomas,2021-08-23,K,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,83ed9e5c-1ea4-4a5a-8dd4-a274b285382e,2023-11-30,active
2f02d915-a350-4fda-8244-3e6f60119e76,Mia,Flores,2013-05-18,K,fe2924e5-1a4a-43e5-9246-c0da1ec98a8a,83ed9e5c-1ea4-4a5a-8dd4-a274b285382e,2025-08-27,active
82e1a62f-7efb-4ddb-815c-05aca711cbbd,Penelope,Moore,2020-03-05,4,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,4f24d785-4c5a-46b3-bd4e-180550822676,2025-03-22,active
be541edc-0296-4be5-be83-106c31a96dca,Evelyn,Torres,2017-04-10,PreK,51ab44f2-0841-44b8-bc76-8d2344501e8e,b07ab463-c28b-457b-995f-7644911fba5e,2024-11-23,active
9ef9ce03-0c43-4bc9-bf76-528f1ca97003,Noah,Moore,2022-01-25,PreK,19d4685d-44dd-459b-b1b7-d29030de23be,ee6269e4-3d3d-48bd-bb4d-6969b9749bbd,2025-07-24,inactive
862ad2e6-f5b2-4fd4-b322-617c47bd0f59,Jackson,Lee,2020-11-28,5,cc69d542-de0a-488a-8cea-59b4669368d3,8ac0715e-6887-4eeb-9091-5b1acb8e9269,2024-01-28,active
30ee564c-dbe1-4018-bbb3-a31c5115a78f,Victoria,Clark,2016-01-24,4,bcab8575-2c79-4e87-b156-b78148a98ed8,f3d2002c-87a0-41b1-b9f5-62a7ab79ba46,2024-10-05,active
0a3d355a-5e95-4243-b02e-983f6e8bcdeb,Logan,Moore,2021-09-10,3,7ec49931-9e42-4f30-8490-b24bceee7862,9ae5dbcf-36a1-4499-82a1-27c92827800c,2026-02-22,active
e6eadffe-a450-47dd-8892-7149097bfe19,Samuel,Smith,2015-07-31,1,ef06a233-254a-4212-bc4d-4c981116338d,ba37a6df-0db0-4b5a-bbd5-18a4c9857690,2025-02-02,inactive
5a45fad8-ac24-4bf9-aedc-1d17e9f5a9c8,Ava,Wright,2015-05-16,PreK,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,98bc94e6-b380-4de2-ad80-d8c9e0364499,2025-04-06,active
4ce5b376-bc2f-4484-9d69-9fa45465c1f7,Luna,Jackson,2019-07-26,5,636b8ce6-96c0-452b-ab0a-e739dcb68a8c,6ad0c956-cf55-4254-b558-9c7e94ed2fed,2024-10-04,active
c7437860-60fd-445e-a454-d4ac8dc5fafa,Ethan,Baker,2020-06-19,4,54efc792-15e8-4edf-b463-c3fb0cffef14,2d4515b5-930f-4c6a-ab3b-07d9f5b478f7,2025-12-22,active
797c718d-5723-44fb-b3db-29d3c841817b,Liam,Davis,2021-05-19,3,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,e923241e-3202-400a-95d5-4d9625f5c1f1,2025-10-31,inactive
9ccbb1dd-1fe3-43e5-9c64-b6bb47a719cb,Sebastian,Gonzalez,2015-08-16,K,67894daf-2798-473f-a133-34509c85a5b2,ba3ea45b-44f4-4d8e-bf8b-84720e1a12f3,2023-04-05,transferred
a4e33a0b-d1f9-4758-91aa-79a732a13ed9,Elijah,Adams,2019-01-14,4,9c754117-bfe4-40a9-bfb1-097fc1c520df,91514a03-a618-4e52-8ba2-2d9966965c74,2024-10-16,active
f32fdff7-01d8-497d-b8c9-8ce9d7cb4972,Noah,Sanchez,2017-04-30,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2024-03-07,active
fee51d40-ee73-4f88-a450-85887d690555,Jackson,Miller,2016-05-05,3,1931b905-8265-481f-8999-bcf320f65f54,2ccfc1bd-dbd6-4350-a6b5-73ee60a30baa,2023-10-07,active
1ea8f666-b414-42ae-8edf-544c48a28f89,Theodore,Baker,2022-01-27,3,4ee9a5c1-bd82-4668-84fd-271673c58244,9fdbb3e7-e57b-4072-95bb-2e5d38b0d11e,2024-07-10,active
24ca40eb-b521-4156-bcb1-e20e4d3ce365,Eleanor,Rodriguez,2018-02-03,PreK,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,099d6bfe-408c-4c68-8386-7544c5ba9a27,2025-08-15,active
d6a44248-1f8f-4a2b-8f81-06ebc2eb16a5,Sophia,Lee,2017-02-19,2,bcab8575-2c79-4e87-b156-b78148a98ed8,3c171427-33d1-4e01-81db-566572ab6f15,2023-10-30,active
fe2970ba-50fe-44b9-9c67-30438384764d,Leo,Baker,2020-09-21,1,7caa99e5-aa2f-43f6-93ad-68f80ce21053,9888b1ef-1c4a-4c6f-b3b1-1049a36ae8e4,2024-01-01,active
832b8700-5d14-40b6-9874-c859d841cede,Ella,Thompson,2014-04-02,2,24362bd7-c875-4bb6-a444-3404a681b2a7,1aa1efed-cf0b-46e0-8810-be4eede907e0,2024-03-05,active
94a176b8-12cf-42e5-98a3-ee09c086af9e,Lucas,Garcia,2016-05-25,3,cc69d542-de0a-488a-8cea-59b4669368d3,c6ef52a5-bcfe-42c4-811e-3e1742bb8327,2025-09-26,inactive
6a6a29fc-db1f-4326-8d74-8af805379776,Camila,Ramirez,2021-06-07,6,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,7f1be566-2ddb-4c58-9654-4b55a196674f,2025-05-29,active
d3b3975a-ca21-4a85-ac55-69f5e63f1f31,Henry,Scott,2019-11-15,6,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,7f1be566-2ddb-4c58-9654-4b55a196674f,2023-09-23,active
34d10c10-e9db-4fcc-bf0b-d906b9e93e83,Lucas,King,2022-05-02,4,7caa99e5-aa2f-43f6-93ad-68f80ce21053,40bd200c-783b-4301-b9fe-6e5db5052583,2024-12-11,active
e8862394-5457-453c-8b49-3bf9a5de0fd0,Henry,Young,2016-11-05,5,8423edca-d258-48f3-8540-284c69d815f2,46fb1d31-8cc8-4bad-9df7-a41e4610af91,2023-07-24,active
1635415c-2857-48a8-b6ab-3d2d5a79f023,Theodore,Smith,2015-05-15,PreK,b9772d10-67bf-4262-9d92-9cc00f8e27dc,080260f2-ad76-422f-8e69-700a9cb214d8,2023-08-27,transferred
df85ebf5-36c9-4a32-9fae-191b0ef01873,Daniel,Wright,2020-09-18,K,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,56acc53f-85cf-43ad-af7e-49d0997ae59b,2025-08-12,active
831bf428-67cc-4c60-852b-dacaf428f544,Emma,Taylor,2022-03-27,K,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,68d325c0-a0d2-415f-993c-8a6581e9ddde,2023-08-20,active
6c44dd08-b82e-46ab-a8d0-a23329fe2605,Victoria,Rivera,2016-07-20,3,459f7de6-735d-4a35-b8ca-f662c20126fc,b4776b1a-6afb-4fdc-9f6f-fc8e00812636,2024-11-10,active
23bbca21-e4ae-429b-871d-44b228d264ad,Elijah,Green,2016-04-11,2,9c754117-bfe4-40a9-bfb1-097fc1c520df,5e29c2a7-886d-414e-8503-48b6332749ed,2025-07-05,active
a66b4c9d-2f09-4f8d-9a75-dd1b7fce9c8b,Elijah,Allen,2019-02-22,PreK,67894daf-2798-473f-a133-34509c85a5b2,a84ed4f9-b563-43e0-9bff-7dd1990579c3,2024-12-28,inactive
6b79e33a-24c0-4ec2-a9d6-2addaa6f9905,Samuel,Green,2014-10-21,PreK,67894daf-2798-473f-a133-34509c85a5b2,a84ed4f9-b563-43e0-9bff-7dd1990579c3,2025-06-12,active
90c3572b-f649-48ae-8381-a95ef3145665,Grace,Thomas,2018-04-13,K,636b8ce6-96c0-452b-ab0a-e739dcb68a8c,183330c5-a735-4902-b602-180fbf5592f2,2025-09-15,active
f694e021-805b-4db1-9d9d-d009c2784db8,Ryan,Hill,2017-02-05,1,459f7de6-735d-4a35-b8ca-f662c20126fc,87edb799-1813-4103-a247-732248fed5ed,2025-10-18,active
42fe467b-dccf-449a-bf22-d61eeef18bf4,Eleanor,Smith,2022-03-29,6,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,e8a443f5-ba45-40c0-9414-8a0fb5fbb551,2024-01-10,active
232c55e0-6d34-4d86-a1ff-0e97fdf4a0c2,Mia,White,2014-07-16,6,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,61a30448-15d2-490b-a46b-be9d1d706068,2024-09-15,active
400e8d29-07be-4a02-9e73-2aa08baafe2e,Sebastian,Moore,2022-03-20,3,a19de5b5-7532-4976-b51c-f1e4d45c4761,0a4557bd-162a-4023-9843-d1f0079dbb2e,2025-02-18,active
b19bee0e-75b4-4a72-8a0d-cbca2cb86f5d,Owen,Robinson,2013-05-20,6,961f8a8c-7080-469b-b989-ff844d396f26,66bee1f8-71a8-459d-9174-8e3e798adbf2,2023-09-08,active
f2d0583b-9929-4614-a54e-fde5f098b95d,Daniel,Hernandez,2015-06-20,4,67894daf-2798-473f-a133-34509c85a5b2,f95b0812-8415-4384-8eb1-390eaaf9eaff,2024-03-10,active
ddfbce5e-0de5-42ea-879c-3402ad6fae91,Amelia,Mitchell,2013-04-26,2,0c93e27c-c545-4f5f-bcfc-f771640959e3,a042c912-af1c-4235-b1f4-4a5a8548b992,2023-11-26,active
07f2a015-146b-4c1b-bd32-b26e3d791233,Aria,White,2022-11-30,3,c6e42cb4-e6de-4841-86c7-fe00bd66bd5b,e923241e-3202-400a-95d5-4d9625f5c1f1,2023-07-07,active
bbce31a6-352e-4e1f-92e8-a55f48d9e24a,Amelia,Lee,2021-03-17,3,cc69d542-de0a-488a-8cea-59b4669368d3,c6ef52a5-bcfe-42c4-811e-3e1742bb8327,2025-08-09,active
63d7f98e-d129-469d-990c-4acea98af2e5,James,Allen,2019-02-25,K,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,56acc53f-85cf-43ad-af7e-49d0997ae59b,2025-05-06,active
3db48324-8c90-402a-97b8-1e67f8f29d96,Olivia,Sanchez,2020-12-11,2,7ec49931-9e42-4f30-8490-b24bceee7862,a1819dad-b07c-4204-b4ba-ca8049eb02bd,2026-02-23,active
5e49f990-5bc2-467b-bbd7-ffc5c99d72b7,Elijah,Scott,2018-10-28,3,24362bd7-c875-4bb6-a444-3404a681b2a7,126ede2c-0191-4c52-b653-8603d126d059,2025-02-02,active
250ece37-f7a6-45ee-a592-6019d2d351a9,Logan,Flores,2019-11-07,1,ef06a233-254a-4212-bc4d-4c981116338d,ba37a6df-0db0-4b5a-bbd5-18a4c9857690,2024-12-16,active
9b907c89-62ff-4aed-89f5-60314205c6c7,Grace,Wright,2013-07-28,1,ef06a233-254a-4212-bc4d-4c981116338d,ba37a6df-0db0-4b5a-bbd5-18a4c9857690,2024-05-08,active
e9c9a009-1900-4c5b-8856-74a6dcdf7e6c,Liam,Anderson,2021-04-01,6,3efefdf8-9308-4f31-a290-d9e04fd3b172,12e3c5de-c800-4347-96ee-bcffbe7ca15f,2025-07-21,active
690293c5-f2ac-42ae-b31e-296557d1dfb5,Logan,Campbell,2018-04-05,PreK,3d6d7dd6-fe7e-479a-afb8-d35862e3fe7f,099d6bfe-408c-4c68-8386-7544c5ba9a27,2025-05-13,active
bce5a803-d90b-47cf-b4d3-da45b8ee00d4,Owen,Brown,2014-12-06,4,3d4b41e3-0641-4c4d-90cc-150d0b9cc0f9,4f24d785-4c5a-46b3-bd4e-180550822676,2025-08-10,transferred
5366c907-0373-4a75-b7ad-e20858e45f47,Amelia,King,2019-02-17,PreK,05fbd2e8-928a-483e-a3c2-083bd8655429,ff8f4944-d31f-4889-9385-0b869daba5a0,2023-07-02,active
e56a307a-6566-4f44-8e42-d14f4b00b296,Scarlett,Rodriguez,2016-02-22,5,67894daf-2798-473f-a133-34509c85a5b2,ff1b81c6-7c32-40f5-941d-1fdd4c835c81,2023-10-16,active
a5728e17-8d66-476d-b2df-91c463315476,Sebastian,Nelson,2021-06-05,4,bcab8575-2c79-4e87-b156-b78148a98ed8,f3d2002c-87a0-41b1-b9f5-62a7ab79ba46,2023-08-09,transferred
d9557a7c-f00e-4607-8b75-c2b215a725c2,Michael,Hall,2018-11-23,5,7caa99e5-aa2f-43f6-93ad-68f80ce21053,839363e5-1e1f-497f-9914-ce8abcb86790,2025-01-08,active
8290ebf7-950a-4ae4-9114-e7d1dc009a8e,Amelia,Jones,2017-08-17,2,6f8dac0a-5e74-4b21-8bc0-8791b5e21e65,4e2638fd-4b71-461f-8acd-6739601df579,2024-10-11,inactive
eb68c0f6-5d6d-43a9-859f-e5525bc17247,Sophia,Hernandez,2014-02-10,6,36e20eff-d78a-49dd-aa53-f1238ee345c0,ed22639e-28db-4ef8-a083-75057a6dd6be,2024-02-16,active
a0b44cb7-0fca-4a3d-906a-0ba9d136f7b6,Caleb,Wilson,2017-02-03,PreK,4d436791-1c24-4038-9be1-6a252a5d08a1,205a0e83-1f66-4458-8289-7c8301c5711c,2025-04-06,active
1ad9290c-dd78-4aa2-9e9a-bf422d4a20b6,Mia,Baker,2019-02-03,4,770836c9-49fe-4be4-9a0e-1643d77c750e,e2591245-fac2-4824-8b02-75ea23338188,2023-10-06,active
4fbea2f7-d613-45e3-b7d7-542615e1dc53,Elijah,Rivera,2019-10-20,K,54efc792-15e8-4edf-b463-c3fb0cffef14,20d6ab85-16c0-4c20-a14c-c91f094ca097,2024-02-01,active
3a8f5d4a-98c4-484b-ad59-677ede9829c9,Thomas,Martin,2016-07-17,PreK,9c753fbb-87d9-4088-a5d8-1d94279cfd36,e323eb48-eb38-4fa0-aecc-45fb071c761b,2023-07-13,active
d2ff9838-cc92-473e-b5f4-f4ef6d4a7f00,Aiden,Mitchell,2022-09-09,6,dec0d1c2-3afd-42dc-b41c-f3ad5d5b9b24,e8a443f5-ba45-40c0-9414-8a0fb5fbb551,2025-10-16,active
6205390b-32c6-4b7b-846a-83ef03d05abd,James,Smith,2016-02-13,3,ef06a233-254a-4212-bc4d-4c981116338d,106be1fc-0006-46e9-b16a-7465b20ce5aa,2024-01-15,active
1fb2db5e-80f8-483a-b515-00af7257ff38,Daniel,Baker,2020-12-24,4,24362bd7-c875-4bb6-a444-3404a681b2a7,bec242fd-72b1-418d-87be-4284ad71fac9,2025-07-02,active
22c7a3a1-59d3-4901-90a4-88c11bf9c972,Ava,Johnson,2013-06-10,3,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,dc4e6378-c0b9-4c65-b6fc-62c4b55fc75f,2024-09-15,transferred
9f3b2c2c-560c-4c0b-bd8d-a962f9ea0f29,Ethan,Davis,2016-01-31,6,8b4d8304-db30-440d-9d10-d462d5332003,3f04d2f0-9e4d-4fed-832e-f4f030c2dd2c,2023-10-09,active
b5c20194-9e40-444a-baa0-2779734eb61d,Grace,Sanchez,2023-01-08,4,770836c9-49fe-4be4-9a0e-1643d77c750e,e2591245-fac2-4824-8b02-75ea23338188,2025-09-07,active
2c188e65-e4fd-42f6-ab56-b0a0f0b70da6,Lucas,Lopez,2017-01-07,5,7ec49931-9e42-4f30-8490-b24bceee7862,d66c0993-dc16-4362-80c5-e302db3c8561,2025-03-28,active
a12a8460-ef0f-411f-a717-3d8b353852c7,Leo,Jackson,2021-03-18,PreK,a5bd2773-6ae1-45f6-85a7-89fa8e70e117,08d812df-7170-4209-99d2-ad6fb7bdd5e2,2024-08-19,active
9f83fe1e-54bb-42ac-80e0-098e2991649d,Alexander,Harris,2016-03-05,3,1a67d9b4-5cf8-4aaf-a3de-d79d96c91528,492d2d41-62d6-4699-aa62-68490a2af339,2023-09-30,active
6cfc77e3-1c0b-4017-81dc-c98bb1799019,Gianna,Rivera,2014-11-30,PreK,19c726c8-fcb4-4a36-87dc-1d5bad0faf47,4876c2de-1ae9-495a-b0e3-79ff3c3807da,2023-05-13,active
4cb3343a-0e2d-4dd3-babd-5376c030d0d8,Luna,Harris,2015-10-12,PreK,7caa99e5-aa2f-43f6-93ad-68f80ce21053,0bddbf3f-6121-4160-973d-6f8ee59adefc,2026-01-26,active
a5db88b3-8a30-4602-a3c5-c07b9d625cde,Liam,Roberts,2017-06-04,2,770836c9-49fe-4be4-9a0e-1643d77c750e,a6911c63-74b2-4fb8-a5d0-f080ec0d01f2,2024-06-25,active
9f70083f-4660-4883-b44c-e915441be7b1,Mia,Miller,2014-10-05,K,4dc45fc6-fadb-4868-9f4e-cddd631c7abe,68d325c0-a0d2-415f-993c-8a6581e9ddde,2024-07-23,active
b8915b6f-11d0-48c8-882e-759bceeff3ae,Nora,Anderson,2018-07-06,PreK,b9772d10-67bf-4262-9d92-9cc00f8e27dc,080260f2-ad76-422f-8e69-700a9cb214d8,2023-07-27,active
5fe18eb0-4066-42fb-b8fd-27846906f334,Henry,Nguyen,2018-01-07,5,93872cf9-e8d8-49c1-b44a-bcb8d09e69b7,02323a0b-3b20-49a1-8da0-ddcd2066307d,2024-03-29,active
7c4a35c2-e8ab-4a19-8d85-80bf828ef640,Layla,Torres,2014-03-23,PreK,9c753fbb-87d9-4088-a5d8-1d94279cfd36,e323eb48-eb38-4fa0-aecc-45fb071c761b,2025-03-24,active
5bffb574-60a3-4b5c-932a-37aa07833b00,Benjamin,Young,2015-07-03,5,8423edca-d258-48f3-8540-284c69d815f2,46fb1d31-8cc8-4bad-9df7-a41e4610af91,2024-12-26,active
5acc4ecc-a0af-4ecc-9d9d-f3d94456b975,Liam,King,2019-06-01,4,67894daf-2798-473f-a133-34509c85a5b2,f95b0812-8415-4384-8eb1-390eaaf9eaff,2024-06-25,active
20b78b18-1d17-4ed8-83c1-e4dc8ffa5a36,Ethan,Rivera,2013-12-24,4,ed6bec0a-d128-4e2e-9194-a5f5ecdcd12e,9b733a94-a47c-49b6-adb4-a60b0c48da94,2023-12-27,active
85a6a749-da7b-4e1e-a898-f5f9eae66565,Samuel,Rivera,2023-03-24,3,677ebdf9-ced9-4d4a-8a2f-6b589b2097f1,e312d46a-0e68-4bce-b76f-263c49f9066e,2024-01-31,inactive
